State,District,Relief Camp / Shelter Name,Disaster Type,Precise Address / Location,Latitude,Longitude,Accommodation Capacity (persons),Actual Inmates / Evacuees,Camp Type,Year / Event,Source
West Bengal,North 24 Parganas,North 24 Parganas Cyclone Remal Relief Camps 2024,Cyclone,"Basirhat, Sandeshkhali, Hingalganj (Sundarbans edge)",22.85,88.39,18000,18000,—,Cyclone Remal 2024 (2024),Wikipedia Cyclone Remal 2024; ETV Bharat Yearender 2024
West Bengal,South 24 Parganas,South 24 PGS Cyclone Remal Camps,Cyclone,"Sundarbans – Basirhat, Hasnabad, Sagar Island",22.7193,88.8959,216000,216000,—,Cyclone Remal 2024 (2024),Wikipedia – 2024 NIO Cyclone Season; Yearender 2024 ETV Bharat
Arunachal Pradesh,Papum Pare,Arunachal Pradesh 2025 BOB01 Flood Camp,Flood,Papum Pare District / Itanagar,27.0844,93.6053,3000,3000,—,2025 NE India BOB01 Floods (2025),Wikipedia – 2025 NIO Season
Assam,Cachar,Cachar / Silchar Flood Camp 2025,Flood,"Silchar, Sonai, Udharbond",24.79,92.87,4500,4500,—,2025 NE India BOB01 Floods (2025),HelpAge India 2025 appeal; ASDMA 2025
Assam,Goalpara,Goalpara Brahmaputra Flood Camp 2025,Flood,"Goalpara, Dudhnoi, Matia",26.17,90.63,3800,3800,—,2025 NE India BOB01 Floods (2025),ASDMA 2025; HelpAge India 2025
Assam,Lakhimpur,Lakhimpur 2025 Pre-Monsoon Flood Camps (BOB01),Flood,Lakhimpur District,27.2349,94.1013,10000,10000,—,2025 NE India BOB01 Floods (2025),Wikipedia – 2025 NIO Season (BOB01 section)
Gujarat,Vadodara,Vadodara 2025 Monsoon Flood Camp,Flood,Vadodara District,22.3072,73.1812,10000,10000,—,2025 India Monsoon Season (2025),Down to Earth/CSE Dec 2025; Gujarat SDMA
Himachal Pradesh,Mandi,Mandi 2025 Monsoon Flood Camp,Flood,Mandi District,31.7083,76.9318,8000,8000,—,2025 India Monsoon Season (331/334 days extreme weather) (2025),Down to Earth/CSE Dec 2025 Analysis
Kerala,Wayanad,Wayanad 2025 Monsoon Flood Relief Camps (Post-2024 Recovery),Flood,Wayanad District (ongoing recovery + 2025 floods),11.6014,76.0827,5000,5000,—,2025 India Monsoon Season (2025),Down to Earth/CSE Dec 2025; Kerala SDMA
Kerala,Wayanad,Wayanad Post-Landslide Rehabilitation Transitional Camp 2025,Landslide (Rehabilitation),"Chooralmala, Mundakkai, Kalpetta (new township sites)",11.6,76.08,2000,2000,—,2025 India Monsoon Season (2025),ReliefWeb Sitrep-2 Jul 2024; NDRF Raising Day 2025
Manipur,Imphal East,Manipur 2025 BOB01 Flood Relief Camp,Flood,"Imphal East District, Manipur",24.8637,93.9544,4000,4000,—,2025 NE India BOB01 Floods (2025),Wikipedia – 2025 NIO Season
Meghalaya,East Khasi Hills,Meghalaya 2025 BOB01 Flood Relief Camp,Flood,East Khasi Hills – Shillong environs,25.5788,91.8933,4000,4000,—,2025 NE India BOB01 Floods (2025),Wikipedia – 2025 NIO Season
Odisha,Balasore,Odisha BOB07 Oct 2025 Flood Camps,Flood,Balasore + coastal Odisha,21.4942,86.9301,5000,5000,—,2025 BOB07 India Floods (Oct) (2025),Wikipedia – 2025 NIO Season
Sikkim,East Sikkim,Sikkim 2025 BOB01 Flood Relief Camp,Flood,"Gangtok, East Sikkim",27.3389,88.6065,2000,2000,—,2025 NE India BOB01 Floods (2025),Wikipedia – 2025 NIO Season
Uttarakhand,Bageshwar,Bageshwar 2025 Flash Flood Relief Camp,Flood,Bageshwar District,29.8357,79.7698,1000,1000,—,2025 Uttarakhand Flash Floods (2025),Wikipedia – Floods in India (2025 UK flash flood mention)
Uttarakhand,Chamoli,Chamoli NDRF Pre-monsoon Pre-position + Char Dham Camp 2025,Flood/GLOF (Pre-monsoon preparedness),"Joshimath, Tapovan, Gauchar (NDRF base)",30.42,79.33,500,500,—,2025 India Monsoon Season (2025),NDRF Raising Day 2025; ICIMOD 2021 Chamoli Report
West Bengal,Darjeeling,Darjeeling BOB07 Oct 2025 Flood Camp,Flood,"Darjeeling Hills, West Bengal",27.036,88.2627,10000,10000,—,2025 BOB07 India Floods (Oct) (2025),Wikipedia – 2025 NIO Season (BOB07)
Rajasthan,Ajmer,Ajmer Banas-Saraswati Flash Flood Camp,Flood,Ajmer city (Anasagar lake zone),26.4499,74.6399,4000,3200,Government school cluster,2022 Rajasthan Monsoon Floods,NDMA SitRep; Rajasthan SDMA 2022; IIFL Foundation Rajasthan
Rajasthan,Bikaner,Bikaner Flash Flood Relief Camp,Flood,Bikaner city (Thar Desert urban zone),28.0229,73.3119,2500,2000,Government school + community hall,2022-23 Rajasthan Monsoon Floods,Rajasthan SDMA; NDMA annual flood data 2022
Rajasthan,Jodhpur,Jodhpur Luni River Flash Flood Camp,Flood,Jodhpur city,26.2389,73.0243,5000,4000,Municipal school + community hall,Aug 2022 Rajasthan Floods,Rajasthan SDMA 2022; NDMA
Rajasthan,Bhilwara,Bhilwara Kothari River Flood Camp,Flood,Bhilwara district,25.3407,74.6313,3000,2400,Government school,2022 Rajasthan Floods,Rajasthan SDMA 2022
Rajasthan,Jaipur,Jaipur Banas River Flood Relief Camp,Flood,Jaipur city (Banas basin),26.9124,75.7873,6000,4800,Municipal school cluster,2023 North India Floods; 2022 Floods,Wikipedia 2023 North India Floods (Rajasthan worst hit zone); NDMA
Rajasthan,Sikar,Sikar Kali Sindh Flash Flood Camp,Flood,Sikar district (Shekhawati region),27.6094,75.1399,2000,1600,Government school,2023 Rajasthan Floods,Rajasthan SDMA 2023; NDMA Sitrep Sep 2024
Rajasthan,Udaipur,Udaipur Ahar-Banas River Flood Camp,Flood,Udaipur city,24.5854,73.7125,5000,4000,Municipal school,Annual monsoon floods; 2022,Rajasthan SDMA; NDMA
Rajasthan,Chittorgarh,Chittorgarh Banas-Gambhiri Flood Camp,Flood,Chittorgarh district,24.8887,74.6269,4000,3200,Government school cluster,Annual Banas river flooding,Rajasthan SDMA
Rajasthan,Bundi,Bundi Chambal-Mej River Flood Camp,Flood,Bundi district,25.4384,75.6394,3000,2400,School + community hall,2022 Chambal basin floods,Rajasthan SDMA 2022; News Time Express Aug 2022
Rajasthan,Baran,Baran Chambal-Parwati Flood Camp,Flood,Baran district (Chambal headwaters zone),25.0941,76.5196,3500,2800,Government school,2022 Chambal basin floods (Baran worst hit),News Time Express Aug 24 2022; Rajasthan SDMA
Rajasthan,Banswara,Banswara Mahi River Tribal Camp,Flood,"Banswara district (tribal zone, Gujarat-MP tripoint)",23.5448,74.4441,3000,2400,School + panchayat shelter,Annual Mahi flooding; 2022,Rajasthan SDMA; NDMA tribal flood zones
Rajasthan,Pratapgarh,Pratapgarh Jakham River Flood Camp,Flood,Pratapgarh district,24.0282,74.778,2500,2000,Government school,Annual monsoon flooding,Rajasthan SDMA
Rajasthan,Rajsamand,Rajsamand Banas Flood Camp,Flood,Rajsamand district,25.0651,73.8756,2500,2000,School + community hall,Annual floods,Rajasthan SDMA
Rajasthan,Jaisalmer,Jaisalmer Cyclone Biparjoy Flash Flood Camp,Flood,Jaisalmer city (Thar Desert),26.9157,70.9083,2000,1700,Government school + community hall,Jun 2023 Cyclone Biparjoy aftermath,The Hindu Jun 20 2023; Rajasthan SDMA
Rajasthan,Nagaur,Nagaur Luni Basin Flood Camp,Flood,Nagaur district,27.2042,73.743,2000,1600,Government school,Jun 2023 Biparjoy; 2022 floods,Dainik Jagran Jun 2023; Rajasthan SDMA
Rajasthan,Hanumangarh,Hanumangarh Ghaggar-Hakra Flood Camp,Flood,Hanumangarh district (Ghaggar basin),29.582,74.3325,3000,2400,Government school cluster,2023 Ghaggar basin floods,Wikipedia 2023 North India Floods (Ghaggar in spate); Rajasthan SDMA
Rajasthan,Sri Ganganagar,Sri Ganganagar Indira Gandhi Canal Flood Camp,Flood,Sri Ganganagar district (canal zone),29.9104,73.8772,3000,2400,School + community hall,Annual canal breaches; 2023 floods,Rajasthan SDMA; NDMA
Rajasthan,Jalore,Jalore Sukri River Biparjoy Camp,Flood,Jalore district (main river zone),25.3464,72.6166,4000,3300,Government school + SDRF camp,Jun 2023 Cyclone Biparjoy aftermath,The Hindu Jun 20 2023; NDRF Rajasthan 2023
Haryana,Kurukshetra,Kurukshetra Saraswati-Ghaggar Flood Camp 2023,Flood,Kurukshetra district,29.9695,76.8783,2000,1700,School + community hall,2023 North India Floods,Wikipedia 2023 North India Floods; Haryana SDMA
Haryana,Kaithal,Kaithal Ghaggar River Flood Camp,Flood,Kaithal district (Ghaggar basin),29.8009,76.3997,3000,2500,Government school cluster,2023 North India Floods (Ghaggar in spate),Wikipedia 2023 North India Floods; ECHO Jul 2023
Haryana,Panipat,Panipat Yamuna Downstream Flood Camp,Flood,Panipat district (Yamuna plains),29.3909,76.9635,2500,2000,School + community shelter,2023 North India Floods,Wikipedia 2023 North India Floods; Haryana SDMA
Haryana,Sonipat,Sonipat Yamuna Pushta Flood Camp,Flood,Sonipat district (Yamuna floodplain),28.9931,77.0151,3000,2400,Government school,2023 North India Floods (Yamuna breached),ECHO Jul 2023 (Yamuna breached Haryana); Haryana SDMA
Haryana,Jhajjar,Jhajjar Sahibi River Flood Camp,Flood,Jhajjar district (Sahibi-Yamuna zone),28.6085,76.6573,2000,1600,School + community hall,2023 North India Floods,Haryana SDMA 2023; NDMA
Haryana,Palwal,Palwal Yamuna River Flood Camp,Flood,Palwal district (Yamuna plains),28.1488,77.3323,2000,1600,Government school,2023 Haryana Floods,Haryana SDMA 2023; Wikipedia 2023 North India Floods
Haryana,Rewari,Rewari Sahibi River Flash Flood Camp,Flood,Rewari district,28.1972,76.6177,1500,1200,Government school,2023 Haryana Floods,Haryana SDMA 2023
Haryana,Nuh,Nuh Sahibi River Flash Flood Camp,Flood,Nuh (Mewat) district,28.1073,77.0014,2000,1600,School + panchayat hall,2023 North India Floods,Wikipedia 2023 North India Floods (worst hit Haryana)
Haryana,Hisar,Hisar Ghaggar Canal Flood Camp,Flood,Hisar district,29.1492,75.7217,2000,1600,Government school cluster,2023 Haryana Floods,Haryana SDMA 2023
Haryana,Fatehabad,Fatehabad Ghaggar River Flood Camp,Flood,Fatehabad district (Ghaggar basin),29.5134,75.4559,3000,2500,Government school,2023 North India Floods (Ghaggar basin),Haryana SDMA; Wikipedia 2023 North India Floods
Haryana,Sirsa,Sirsa Ghaggar River Flood Camp,Flood,Sirsa district (Rajasthan border zone),29.5392,75.0276,3000,2500,School + community hall,2023 Haryana Floods,Haryana SDMA; FloodList Haryana
Delhi,South East Delhi,Madanpur Khadar Yamuna Pushta Camp,Flood,"Madanpur Khadar, South East Delhi",28.5084,77.3041,2000,1700,School + makeshift shelter,Delhi Yamuna Flood Jul 2023; Sep 2025,The Federal Sep 4 2025; CWC vulnerability list; DDMA
Delhi,South Delhi,Okhla Jaitpur Yamuna Pushta Flood Camp,Flood,"Jaitpur Yamuna Pushta, South Delhi",28.5318,77.3101,1500,1200,Makeshift tented camp,Delhi Yamuna Flood Jul 2023; Sep 2025,The Federal Sep 4 2025; DDMA
Delhi,North West Delhi,Sonia Vihar Usmanpur Yamuna Flood Camp,Flood,"Sonia Vihar / Usmanpur, North West Delhi",28.7223,77.2456,2000,1600,Tented camp (government provided),Delhi Yamuna Flood Jul 2023; Sep 2025,The Federal Sep 4 2025 (Usmanpur embankment reached)
Delhi,Shahdara,Yamuna Vihar Shahdara Flood Camp,Flood,"Yamuna Vihar, Shahdara, Delhi",28.6988,77.2877,3000,2500,School + makeshift shelter,Delhi Yamuna Flood Jul 2023; Sep 2025,The Federal Sep 4 2025; India TV News Aug 2025
Delhi,West Delhi,Majnu Ka Tila Yamuna Flood Evacuation Shelter,Flood,"Majnu Ka Tila, North Delhi (Ring Road)",28.7063,77.2283,2000,1600,Makeshift roadside shelter + tents,Delhi Yamuna Flood Jul 2023; Sep 2025,The Federal Sep 4 2025 (Majnu Ka Tila shopkeepers)
Delhi,New Delhi,ITO Ring Road Yamuna Flood Shelter,Flood,"ITO area / Ring Road, New Delhi",28.6289,77.241,1500,1200,Government building + makeshift,Delhi Yamuna Flood Jul 2023 (ITO area submerged),India.com Jul 13 2023; Wikipedia 2023 North India Floods
Delhi,North Delhi,Burari Open Ground Flood Relief Camp 2023,Flood,"Burari Ground, Burari, North Delhi",28.7378,77.2059,8000,6500,Open ground tented camp (16000 persons sheltered),Delhi Yamuna Flood Jul 2023 (208.66m all-time high),Wikipedia 2023 North India Floods (16000 sheltered Delhi); DDMA
Karnataka,Bagalkot,Bagalkot Ghataprabha-Malaprabha River Camp,Flood,Bagalkot district (Ghataprabha basin),16.1826,75.6961,4000,3200,Government school + panchayat hall,2019 & 2023 Karnataka Floods,Karnataka SDMA; Revenue Dept Annual Report 2023-24
Karnataka,Hassan,Hassan Hemavathi Dam Downstream Camp,Flood,Hassan district (Hemavathi dam zone),13.0067,76.096,6000,5000,Government school cluster,Annual Hemavathi dam release flooding,Karnataka SDMA; Revenue Dept AR 2023-24
Karnataka,Tumkur,Tumkur Shimsha River Flood Camp,Flood,Tumkur district,13.3409,77.1,5000,4000,Government school,Annual Shimsha flooding; 2020,Karnataka SDMA; Wikipedia 2020 Karnataka Floods
Karnataka,Mysuru,Mysuru Kabini-Cauvery River Camp,Flood,Mysuru city (Kabini downstream zone),12.2958,76.6394,6000,5000,Municipal school cluster,2019 & 2023 Karnataka Floods,Karnataka SDMA; Revenue Dept AR 2023-24
Karnataka,Mandya,Mandya Cauvery-KRS Dam Release Camp,Flood,Mandya district (KRS Dam downstream),12.5218,76.8951,8000,6500,Government school cluster + NDRF base,Annual KRS dam release flooding,Karnataka SDMA; Revenue Dept AR 2023-24
Karnataka,Chamarajanagar,Chamarajanagar Cauvery Flood Camp,Flood,Chamarajanagar district,11.9264,76.9441,4000,3200,Government school,Annual Cauvery basin flooding,Karnataka SDMA
Karnataka,Chikkaballapur,Chikkaballapur Pinakini River Flood Camp,Flood,Chikkaballapur district,13.4355,77.7277,3000,2400,Government school,Annual flooding,Karnataka SDMA
Karnataka,Koppal,Koppal Tungabhadra River Flood Camp,Flood,Koppal district (Tungabhadra zone),15.3504,76.153,4000,3200,School cluster,2020 & 2023 Karnataka Floods,Karnataka SDMA; Revenue Dept AR 2023-24
Karnataka,Gadag,Gadag Malaprabha River Flood Camp,Flood,Gadag district,15.4302,75.6188,4000,3200,Government school,2019 & 2023 Karnataka Floods,Karnataka SDMA
Karnataka,Belagavi,Belagavi Krishnapur-Tilakwadi Flood Camp 2023,Flood,Belagavi city (3000+ families),15.8497,74.4977,15000,12000,Government school cluster,2023 Karnataka Floods (Belagavi 3000+ families),The News Minute Aug 2023; Karnataka SDMA
Karnataka,Dharwad,Hubballi-Dharwad Flood Relief Camp,Flood,"Hubballi city, Dharwad district",15.3647,75.124,5000,4000,Municipal school cluster,2019 & 2023 Karnataka Floods,Karnataka SDMA; The News Minute Aug 2023
Karnataka,Haveri,Haveri Tungabhadra-Varada Flood Camp,Flood,Haveri district,14.7935,75.4015,5000,4000,School cluster,2019 & 2023 Karnataka Floods,Karnataka SDMA; Revenue Dept AR 2023-24
Karnataka,Uttara Kannada,Karwar Coastal Flood-Landslide Camp 2019,Flood / Landslide,"Karwar, Uttara Kannada coast",14.8004,74.1288,2000,1700,School + community hall,2019 Karnataka Floods (3088 evacuated Uttara Kannada),The Wire India Aug 2019
Karnataka,Udupi,Udupi Sauparnika-Swarna Coastal Camp,Flood / Landslide,Udupi district (Western Ghats zone),13.3409,74.7421,5000,4000,School + community hall,Annual Western Ghats landslides; 2022-23,Karnataka SDMA
Karnataka,Chikkamagaluru,Chikkamagaluru Ghats Landslide Camp (Hebbale zone),Landslide,"Horanadu-Hebbale zone, Chikkamagaluru",13.3161,75.772,1200,950,School + temporary shelter,2019 & 2020 Western Ghats Landslides,The Wire India Aug 2019; Karnataka SDMA
Telangana,Nizamabad,Nizamabad Godavari Flood Camp,Flood,Nizamabad district (Godavari headwaters),18.6726,78.0941,5000,4000,Government school cluster,2024 Telangana Monsoon Floods,NDMA SitRep Sep 3 2024; TSSDMA 2024
Telangana,Peddapalli,Peddapalli Godavari Flood Camp,Flood,Peddapalli district (Manair dam zone),18.613,79.3758,5000,4000,Government school + community hall,2024 Telangana Floods,TSSDMA 2024; NDMA SitRep 2024
Telangana,Adilabad,Adilabad Pranahita-Godavari Camp,Flood,Adilabad district (Pranhita-Godavari zone),19.6644,78.532,4000,3200,School + community hall,2024 Telangana Floods,TSSDMA 2024
Telangana,Medak,Medak Manjira River Flood Camp,Flood,Medak district (Manjira basin),17.98,78.2713,4000,3200,School cluster,2020 Hyderabad-Medak Urban Flood zone,TSSDMA 2020; NDMA
Telangana,Yadadri Bhuvanagiri,Yadadri Musi River Flood Camp,Flood,Yadadri Bhuvanagiri district (Musi basin),17.556,78.8726,3000,2400,Government school,2020 Hyderabad flooding downstream,TSSDMA 2020; NDMA
Madhya Pradesh,Guna,Guna Parbati River Flood Camp,Flood,Guna district (Parbati-Betwa zone),24.6481,77.3093,4000,3200,Government school,2021-22 MP Floods,MP SDMA; NDMA 2022
Madhya Pradesh,Vidisha,Vidisha Betwa-Veti River Camp,Flood,Vidisha district (Betwa basin),23.5251,77.8085,4000,3200,School + community hall,2021-22 MP Floods,MP SDMA 2022
Madhya Pradesh,Sagar,Sagar Sone-Dhasan River Camp,Flood,Sagar district (Bundelkhand),23.8388,78.7378,5000,4000,Government school cluster,Annual Bundelkhand flooding; 2021,MP SDMA; NDMA Bundelkhand
Madhya Pradesh,Damoh,Damoh Sunar River Flood Camp,Flood,Damoh district,23.8322,79.4418,3000,2400,Government school,Annual monsoon flooding,MP SDMA
Madhya Pradesh,Narsinghpur,Narsinghpur Narmada River Flood Camp,Flood,Narsinghpur district (Narmada basin),22.9497,79.1946,5000,4000,Government school cluster,2020-21 Narmada Floods,MP SDMA; NDMA Narmada basin
Madhya Pradesh,Raisen,Raisen Halali-Betwa Flood Camp,Flood,Raisen district (Narmada-Betwa zone),23.3316,77.7883,4000,3200,School cluster,Annual flooding; 2022,MP SDMA 2022
Madhya Pradesh,Harda,Harda Narmada River Flood Camp,Flood,Harda district (Narmada bank),22.3367,77.097,4000,3200,Government school,Annual Narmada flooding (highest risk zone),MP SDMA; NDMA Narmada basin
Madhya Pradesh,Khandwa,Khandwa Indira Sagar Dam Release Camp,Flood,Khandwa district (Indira Sagar catchment),21.8265,76.3516,5000,4000,School cluster + NDRF base,Annual dam release flooding,MP SDMA; NDMA Narmada basin
Madhya Pradesh,Seoni,Seoni Wainganga River Flood Camp,Flood,Seoni district (Wainganga headwaters),22.0887,79.5372,4000,3200,Government school,Annual Wainganga flooding,MP SDMA; NDMA
Madhya Pradesh,Mandla,Mandla Narmada-Banjar River Tribal Camp,Flood,"Mandla district (tribal zone, Narmada origin)",22.5989,80.3752,3000,2400,School + panchayat shelter,Annual Narmada source flooding,MP SDMA; NDMA tribal flood
Madhya Pradesh,Balaghat,Balaghat Wainganga-Bagh River Camp,Flood,Balaghat district (Wainganga basin),21.8132,80.1863,4000,3200,School cluster,Annual Wainganga flooding,MP SDMA; NDMA
Madhya Pradesh,Chhindwara,Chhindwara Pench-Kanhan River Camp,Flood,Chhindwara district (Satpura highlands),22.0574,78.9382,4000,3200,Government school cluster,Annual Pench flooding,MP SDMA
Chhattisgarh,Mahasamund,Mahasamund Mahanadi Flood Camp,Flood,Mahasamund district (Mahanadi basin),21.1082,82.0914,4000,3200,Government school cluster,Annual Mahanadi flooding,CG SDMA; NDMA
Chhattisgarh,Gariaband,Gariaband Mahanadi Tribal Flood Camp,Flood,Gariaband district (tribal zone),20.6343,82.0697,3000,2400,School + panchayat shelter,Annual Mahanadi flooding,CG SDMA; NDMA
Chhattisgarh,Kanker,Kanker Dudhawa-Sheonath Camp,Flood,Kanker district (Dudhawa River zone),20.2722,81.4953,3000,2400,School + community hall,Annual monsoon flooding,CG SDMA
Chhattisgarh,Kondagaon,Kondagaon Indravati Tribal Flood Camp,Flood,Kondagaon district (Bastar division),19.5985,81.6657,2500,2000,School + panchayat shelter,Annual Indravati flooding (tribal zone),CG SDMA; NDMA tribal
Chhattisgarh,Narayanpur,Narayanpur Indravati River Deep Forest Camp,Flood,Narayanpur district (Abujhmaad forest zone),19.7098,81.2419,2000,1600,Panchayat shelter + temporary tents,Annual Indravati flooding,CG SDMA; NDMA Bastar division
Chhattisgarh,Sukma,Sukma Shabbari-Sabari River Camp,Flood,Sukma district (Andhra border zone),18.3908,81.6599,2500,2000,School + temporary shelter,Annual Sabari flooding,CG SDMA; NDMA tribal
Chhattisgarh,Bijapur,Bijapur Indravati Flood Camp (insurgency zone),Flood,Bijapur district (remote tribal area),18.8394,80.6482,2000,1600,Temporary government shelter,Annual flooding,CG SDMA; NDMA
Chhattisgarh,Janjgir-Champa,Janjgir Mahanadi Flood Camp,Flood,Janjgir-Champa district,22.0128,82.5771,5000,4000,Government school,Annual Mahanadi flooding,CG SDMA
Chhattisgarh,Mungeli,Mungeli Seonath River Flood Camp,Flood,Mungeli district (Seonath river),22.0608,81.6855,3000,2400,Government school,Annual Seonath flooding,CG SDMA
Jharkhand,Ranchi,Ranchi Subarnarekha River Flood Camp,Flood,Ranchi city (Subarnarekha headwaters),23.3441,85.3096,5000,4000,Municipal school cluster,Annual Subarnarekha flooding,JH SDMA; NDMA
Jharkhand,Latehar,Latehar North Koel River Camp,Flood,Latehar district (North Koel river),23.7453,84.5006,3000,2400,Government school,Annual North Koel flooding,JH SDMA
Jharkhand,Garhwa,Garhwa North Koel-Kanhar Flood Camp,Flood,Garhwa district (UP-JH border zone),24.1645,83.8069,3000,2400,School + community hall,Annual flooding,JH SDMA; NDMA
Jharkhand,Chatra,Chatra Lilajan River Flood Camp,Flood,Chatra district,24.2048,84.875,3000,2400,Government school,Annual monsoon flooding,JH SDMA
Jharkhand,Deoghar,Deoghar Mayurakshi River Flood Camp,Flood,Deoghar district (Mayurakshi basin),24.4853,86.695,3000,2400,School + community hall,Annual Mayurakshi flooding,JH SDMA
Jharkhand,Hazaribagh,Hazaribagh Damodar River Camp,Flood,Hazaribagh district (Damodar basin),23.9925,85.3637,4000,3200,Government school cluster,Annual Damodar flooding,JH SDMA; DVC dam releases
Jharkhand,Bokaro,Bokaro DVC Damodar Flood Camp,Flood,Bokaro district (DVC dam zone),23.6693,86.1511,5000,4000,School cluster + DVC community shelter,Annual DVC dam release flooding,JH SDMA; DVC Damodar Valley
Odisha,Nuapada,Nuapada Tel River Drought-Flood Camp,Flood,Nuapada district (rainshadow zone),20.8259,82.539,4000,3200,Government school,Annual Mahanadi-Ib flooding,OSDMA; NDMA tribal
Odisha,Subarnapur,Subarnapur Mahanadi Flood Camp,Flood,Subarnapur (Sonepur) district,20.83,83.91,4000,3200,School + panchayat hall,Annual Mahanadi flooding,OSDMA; NDMA
Odisha,Nabarangpur,Nabarangpur Indravati Tribal Flood Camp,Flood,Nabarangpur district (tribal zone),19.2301,82.549,4000,3200,School + panchayat shelter,Annual Indravati flooding,OSDMA; NDMA tribal
Odisha,Kandhamal,Kandhamal Landslide-Flood Camp (tribal hills),Flood / Landslide,"Phulbani, Kandhamal district",20.4835,84.2327,3000,2400,School + community hall,Annual hill flooding and landslides,OSDMA; NDMA tribal
Odisha,Kalahandi,Kalahandi Tel-Hati River Flood Camp,Flood,"Bhawanipatna, Kalahandi district",19.9073,83.1706,4000,3200,Government school cluster,Annual Tel river flooding,OSDMA; NDMA
Odisha,Sambalpur,Sambalpur Hirakud Dam Release Flood Camp,Flood,Sambalpur city (Hirakud dam downstream),21.4669,83.9756,10000,8500,Municipal school + NDRF base,Annual Hirakud release flooding (major event every year),OSDMA; NDMA Mahanadi basin
Odisha,Bargarh,Bargarh Hirakud-Mahanadi Downstream Camp,Flood,Bargarh district (Hirakud downstream),21.3363,83.6174,8000,6500,School cluster,Annual Hirakud release flooding,OSDMA; Mahanadi dam release data
Odisha,Jharsuguda,Jharsuguda Ib-Mahanadi Flood Camp,Flood,Jharsuguda district (Ib river zone),21.8551,84.0064,5000,4000,School + community hall,Annual Ib river flooding,OSDMA; NDMA
Odisha,Sundargarh,Sundargarh Brahmani-Ib River Camp,Flood,"Rourkela, Sundargarh district",22.2604,84.8536,8000,6500,Municipal school cluster,Annual Brahmani-Ib flooding,OSDMA; NDMA
Odisha,Deogarh,Deogarh Brahmani River Flash Flood Camp,Flood,Deogarh district (Brahmani headwaters),21.5299,84.7365,3000,2400,Government school,Annual Brahmani flooding,OSDMA
Odisha,Kendujhar,Kendujhar Baitarani River Camp (already Keonjhar — using official name),Flood,Kendujhar town (alternate name Keonjhar),21.6288,85.5811,6000,5000,Government school + NDRF base,Annual Baitarani flooding; Cyclone Fani 2019,OSDMA Cyclone Fani; NDRF (1 team Keonjhar 2019)
Odisha,Puri,Puri Coastal Cyclone Shelter (post-Fani permanent),Cyclone,Puri town (sea shore zone),19.8106,85.8314,25000,20000,Permanent MPCS cyclone shelter (post-Fani 2019 construction),Annual cyclone season; Cyclone Dana 2024,OSDMA post-Fani reconstruction; UNICEF India 2020
Bihar,Bhojpur,Bhojpur Ganga-Sone Flood Camp,Flood,"Ara, Bhojpur district (Ganga-Sone zone)",25.5559,84.6615,5000,4000,Government school cluster,Annual Ganga-Sone flooding,BSDMA; NDMA Bihar
Bihar,Buxar,Buxar Ganga Flood Camp (UP-Bihar border),Flood,Buxar district (UP-Bihar Ganga zone),25.5655,83.9741,5000,4000,Government school,Annual Ganga flooding,BSDMA; MHA DM Bihar
Bihar,Rohtas,Rohtas Son River Flood Camp,Flood,"Sasaram, Rohtas district (Son river)",24.9459,84.0266,4000,3200,Government school cluster,Annual Son river flooding,BSDMA; NDMA Bihar
Bihar,Saran,Saran Gandak-Ghaghara Flood Camp,Flood,"Chhapra, Saran district",25.7803,84.7475,6000,5000,Government school cluster,Bihar Mega Floods 2017; Annual,BSDMA; NDMA (Saran listed priority district)
Bihar,Vaishali,Vaishali Gandak-Bagmati Flood Camp,Flood,"Hajipur, Vaishali district",25.6869,85.2095,5000,4000,Government school,Annual Gandak-Bagmati flooding,BSDMA; MHA DM Bihar
Bihar,Jehanabad,Jehanabad Morhar River Flood Camp,Flood,Jehanabad district,25.2091,84.9931,3000,2400,Government school,Annual monsoon flooding,BSDMA
Bihar,Nawada,Nawada Sakri-Gandak Flash Flood Camp,Flood,Nawada district,24.8873,85.5379,3000,2400,School + community hall,Annual flooding,BSDMA
Bihar,Lakhisarai,Lakhisarai Kiul River Flood Camp,Flood,Lakhisarai district,25.156,86.0924,3000,2400,Government school,Annual Kiul river flooding,BSDMA
Bihar,Jamui,Jamui Ulai-Kiun Flash Flood Camp,Flood,Jamui district (Jharkhand border),24.9259,86.2247,3000,2400,Government school,Annual monsoon flooding,BSDMA; NDMA
Bihar,Munger,Munger Ganga Flood Camp,Flood,Munger city (Ganga bank),25.3742,86.4726,4000,3200,Municipal school cluster,Annual Ganga flooding,BSDMA; NDMA Bihar
Bihar,Bhagalpur,Bhagalpur Ganga Flood Camp (Vikramshila zone),Flood,Bhagalpur city (Ganga bank),25.2425,86.9842,6000,5000,Municipal school cluster,Annual Ganga flooding,BSDMA; NDMA Bihar
Bihar,Banka,Banka Chanan-Ganga Flood Camp,Flood,Banka district (Jharkhand border),24.8803,86.9215,4000,3200,Government school,Annual flooding,BSDMA
Bihar,Katihar,Katihar Kosi-Mahananda Flood Camp,Flood,Katihar district (Kosi-Mahananda zone),25.5499,87.5785,6000,5000,Government school cluster,Bihar Mega Floods 2017; Annual,BSDMA; Bihar Mega Floods 2017 ReliefWeb
